向第三个中输入斯黛拉 {"command":"input_text","vindex":"三","text":"斯黛拉","mode":0}
帮我向第三十一个中输入明白 {"command":"input_text","vindex":"三十一","text":"明白","mode":0}
第二十二个左滑 {"command":"swipe","vindex":"二十二","direction":"左"}
请第十八个点击 {"command":"click","vindex":"十八","mode":0}
帮我添加你们公司就是崇洋媚外到第三十三个 {"command":"input_text","vindex":"三十三","text":"你们公司就是崇洋媚外","mode":0}
第五十七个往右 {"command":"swipe","vindex":"五十七","direction":"右"}
输入你怎么能说这样的话到第十四个 {"command":"input_text","vindex":"十四","text":"你怎么能说这样的话","mode":0}
帮我向第五十二个尾部输入我要是太主动的话 {"command":"input_text","vindex":"五十二","text":"我要是太主动的话","mode":0}
查看第二个 {"command":"click","vindex":"二","mode":0}
向第三十四个尾部添加陈主席有件事情我没有弄明白 {"command":"input_text","vindex":"三十四","text":"陈主席有件事情我没有弄明白","mode":0}
打开第四十个 {"command":"click","vindex":"四十","mode":0}
给我向左滑动第三十六个 {"command":"swipe","vindex":"三十六","direction":"左"}
输入没味了到第四个 {"command":"input_text","vindex":"四","text":"没味了","mode":0}
向上移动第四十四个 {"command":"swipe","vindex":"四十四","direction":"上"}
帮我向第十五个尾部添加她自然地说话就正常了 {"command":"input_text","vindex":"十五","text":"她自然地说话就正常了","mode":0}
向第五十个中输入你家干嘛呢 {"command":"input_text","vindex":"五十","text":"你家干嘛呢","mode":0}
输入还精神呢到第四十八个 {"command":"input_text","vindex":"四十八","text":"还精神呢","mode":0}
把第五十六个向上滑 {"command":"swipe","vindex":"五十六","direction":"上"}
向第五十四个尾部添加嫂子那是气话 {"command":"input_text","vindex":"五十四","text":"嫂子那是气话","mode":0}
给我上滑第五十七个 {"command":"swipe","vindex":"五十七","direction":"上"}
向第四十二个中输入就留过学 {"command":"input_text","vindex":"四十二","text":"就留过学","mode":0}
上滑第二十九个 {"command":"swipe","vindex":"二十九","direction":"上"}
给我输入到什么形体班给人当个形体老师到第四个 {"command":"input_text","vindex":"四","text":"到什么形体班给人当个形体老师","mode":0}
向第二十三个尾部输入你知道吗 {"command":"input_text","vindex":"二十三","text":"你知道吗","mode":0}
点击第二十一个 {"command":"click","vindex":"二十一","mode":0}
第六十个往上 {"command":"swipe","vindex":"六十","direction":"上"}
请向第二十三个中输入小李这几天趁你不在 {"command":"input_text","vindex":"二十三","text":"小李这几天趁你不在","mode":0}
帮我添加行行行可别再提这事儿到第三十八个 {"command":"input_text","vindex":"三十八","text":"行行行可别再提这事儿","mode":0}
添加你来这干嘛到第五十一个 {"command":"input_text","vindex":"五十一","text":"你来这干嘛","mode":0}
按一下第十个 {"command":"click","vindex":"十","mode":0}
添加让我自己做一回选择到第三十四个 {"command":"input_text","vindex":"三十四","text":"让我自己做一回选择","mode":0}
添加赵小川他们是好朋友到第二十七个 {"command":"input_text","vindex":"二十七","text":"赵小川他们是好朋友","mode":0}
请添加先回去到第五十六个 {"command":"input_text","vindex":"五十六","text":"先回去","mode":0}
给我向第四十二个尾部输入你都是个外人知道吧 {"command":"input_text","vindex":"四十二","text":"你都是个外人知道吧","mode":0}
给我查看第六十个 {"command":"click","vindex":"六十","mode":0}
帮我输入还不到时候到第十五个 {"command":"input_text","vindex":"十五","text":"还不到时候","mode":0}
帮我打开第二个 {"command":"click","vindex":"二","mode":0}
添加樊姐到第三十八个 {"command":"input_text","vindex":"三十八","text":"樊姐","mode":0}
向第五十五个尾部输入我有什么问题 {"command":"input_text","vindex":"五十五","text":"我有什么问题","mode":0}
帮我第四十九个点击 {"command":"click","vindex":"四十九","mode":0}
给我把第三十九个向上滑 {"command":"swipe","vindex":"三十九","direction":"上"}
给我把第三十八个向上滑 {"command":"swipe","vindex":"三十八","direction":"上"}
向第五十二个尾部添加别嘲笑我啊 {"command":"input_text","vindex":"五十二","text":"别嘲笑我啊","mode":0}
查看第二十一个 {"command":"click","vindex":"二十一","mode":0}
输入你不是一直吵着要离婚吗到第四十五个 {"command":"input_text","vindex":"四十五","text":"你不是一直吵着要离婚吗","mode":0}
打开第二十九个 {"command":"click","vindex":"二十九","mode":0}
向第十二个尾部输入我看着你我就不饿了 {"command":"input_text","vindex":"十二","text":"我看着你我就不饿了","mode":0}
向第十七个尾部输入这个问题应该我问你 {"command":"input_text","vindex":"十七","text":"这个问题应该我问你","mode":0}
向第十一个尾部添加随她去吧 {"command":"input_text","vindex":"十一","text":"随她去吧","mode":0}
给我向第十五个尾部输入橡皮泥 {"command":"input_text","vindex":"十五","text":"橡皮泥","mode":0}
看下第四十二个 {"command":"click","vindex":"四十二","mode":0}
向第三十九个中输入可人家为什么不把这笼头往自己脑袋上套呢 {"command":"input_text","vindex":"三十九","text":"可人家为什么不把这笼头往自己脑袋上套呢","mode":0}
输入年销售在一个亿以上到第五十四个 {"command":"input_text","vindex":"五十四","text":"年销售在一个亿以上","mode":0}
向第三十九个尾部输入可是毕竟是托关系 {"command":"input_text","vindex":"三十九","text":"可是毕竟是托关系","mode":0}
输入我现在怎么办到第九个 {"command":"input_text","vindex":"九","text":"我现在怎么办","mode":0}
请向第四十八个尾部添加你找人搬家找什么人啊 {"command":"input_text","vindex":"四十八","text":"你找人搬家找什么人啊","mode":0}
第二十个往下 {"command":"swipe","vindex":"二十","direction":"下"}
请按一下第四十五个 {"command":"click","vindex":"四十五","mode":0}
帮我查看第五十四个 {"command":"click","vindex":"五十四","mode":0}
第五十八个点击 {"command":"click","vindex":"五十八","mode":0}
请向第九个中输入程老师 {"command":"input_text","vindex":"九","text":"程老师","mode":0}
向第十一个尾部添加室内就得有一个净化器 {"command":"input_text","vindex":"十一","text":"室内就得有一个净化器","mode":0}
进入第三十八个 {"command":"click","vindex":"三十八","mode":0}
给我向上滑动第九个 {"command":"swipe","vindex":"九","direction":"上"}
帮我向第二十八个中输入多亏嫂子不管了 {"command":"input_text","vindex":"二十八","text":"多亏嫂子不管了","mode":0}
帮我添加你真的想关心到第五十七个 {"command":"input_text","vindex":"五十七","text":"你真的想关心","mode":0}
点击第五十四个 {"command":"click","vindex":"五十四","mode":0}
输入说实话到第六十个 {"command":"input_text","vindex":"六十","text":"说实话","mode":0}
帮我进入第二十五个 {"command":"click","vindex":"二十五","mode":0}
第五十四个往左 {"command":"swipe","vindex":"五十四","direction":"左"}
向第十九个尾部输入丁克你结哪门子婚呀 {"command":"input_text","vindex":"十九","text":"丁克你结哪门子婚呀","mode":0}
请第五十八个往下 {"command":"swipe","vindex":"五十八","direction":"下"}
添加还有几套房子到第二十个 {"command":"input_text","vindex":"二十","text":"还有几套房子","mode":0}
帮我输入崔没女朋友啊到第六十个 {"command":"input_text","vindex":"六十","text":"崔没女朋友啊","mode":0}
帮我向第十七个中输入等我把汽车卖掉了 {"command":"input_text","vindex":"十七","text":"等我把汽车卖掉了","mode":0}
请添加行了到第五十四个 {"command":"input_text","vindex":"五十四","text":"行了","mode":0}
向下滑动第二十六个 {"command":"swipe","vindex":"二十六","direction":"下"}
输入它好不容易把鼓足勇气把肚子翻给人家看到第四十个 {"command":"input_text","vindex":"四十","text":"它好不容易把鼓足勇气把肚子翻给人家看","mode":0}
帮我向第三十七个尾部输入那你不许再问了 {"command":"input_text","vindex":"三十七","text":"那你不许再问了","mode":0}
给我向第十二个中输入我到现在还在给人打工 {"command":"input_text","vindex":"十二","text":"我到现在还在给人打工","mode":0}
帮我第二十九个点击 {"command":"click","vindex":"二十九","mode":0}
看下第五十三个 {"command":"click","vindex":"五十三","mode":0}
第二十六个往下 {"command":"swipe","vindex":"二十六","direction":"下"}
第五十个上滑 {"command":"swipe","vindex":"五十","direction":"上"}
进入第十七个 {"command":"click","vindex":"十七","mode":0}
输入父母开的你看呀到第十三个 {"command":"input_text","vindex":"十三","text":"父母开的你看呀","mode":0}
添加其中有一部分还是高管到第四十一个 {"command":"input_text","vindex":"四十一","text":"其中有一部分还是高管","mode":0}
向第三十五个中输入今儿我把话撂这儿 {"command":"input_text","vindex":"三十五","text":"今儿我把话撂这儿","mode":0}
帮我输入走走回家到第十五个 {"command":"input_text","vindex":"十五","text":"走走回家","mode":0}
帮我打开第五十五个 {"command":"click","vindex":"五十五","mode":0}
给我添加女汉子到第十九个 {"command":"input_text","vindex":"十九","text":"女汉子","mode":0}
左滑第三十四个 {"command":"swipe","vindex":"三十四","direction":"左"}
给我把第二十三个向右滑 {"command":"swipe","vindex":"二十三","direction":"右"}
向上滑动第三十一个 {"command":"swipe","vindex":"三十一","direction":"上"}
给我第十七个右滑 {"command":"swipe","vindex":"十七","direction":"右"}
请查看第十八个 {"command":"click","vindex":"十八","mode":0}
添加我不知道你什么时候来到第三十九个 {"command":"input_text","vindex":"三十九","text":"我不知道你什么时候来","mode":0}
向下滑动第三十三个 {"command":"swipe","vindex":"三十三","direction":"下"}
帮我添加你你别把这屎盆子往我头上扣好吗到第三十五个 {"command":"input_text","vindex":"三十五","text":"你你别把这屎盆子往我头上扣好吗","mode":0}
左滑第二十九个 {"command":"swipe","vindex":"二十九","direction":"左"}
请向第四十六个中输入你看看那些孕妇走哪儿就是吐吐吐 {"command":"input_text","vindex":"四十六","text":"你看看那些孕妇走哪儿就是吐吐吐","mode":0}
向第二十三个尾部输入我那件香奈儿你是故意缝走样的 {"command":"input_text","vindex":"二十三","text":"我那件香奈儿你是故意缝走样的","mode":0}
向第五十八个尾部输入你说什么 {"command":"input_text","vindex":"五十八","text":"你说什么","mode":0}
